record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
STATE,ANDAMAN & NICOBAR ISLANDS,,,2.7,15.3,-83,LD,774.7,729.2,6,N
DISTRICT,ANDAMAN & NICOBAR ISLANDS,1,NICOBAR,2.5,11.1,-77,LD,235.6,497.6,-53,D
DISTRICT,ANDAMAN & NICOBAR ISLANDS,2,NORTH & MIDDLE ANDAMAN,2.7,18.1,-85,LD,1209.3,848.7,42,E
DISTRICT,ANDAMAN & NICOBAR ISLANDS,3,SOUTH ANDAMAN,2.7,14.8,-82,LD,633.6,741.9,-15,N
STATE,ARUNACHAL PRADESH,,,2.6,14.9,-82,LD,554.8,899.0,-38,D
DISTRICT,ARUNACHAL PRADESH,1,ANJAW,2.5,26.1,-91,LD,103.4,859.0,-88,LD
DISTRICT,ARUNACHAL PRADESH,2,CHANGLANG,15.9,8.2,93,LE,603.1,719.8,-16,N
DISTRICT,ARUNACHAL PRADESH,4,EAST KAMENG,0.0,6.5,-100,NR,836.0,639.9,31,E
DISTRICT,ARUNACHAL PRADESH,5,EAST SIANG,0.0,31.1,-100,NR,1466.1,1730.4,-15,N
DISTRICT,ARUNACHAL PRADESH,6,KURUNG KUMEY,14.8,23.1,-36,D,269.9,583.0,-54,D
DISTRICT,ARUNACHAL PRADESH,7,LOHIT,0.3,15.0,-98,LD,552.5,850.7,-35,D
DISTRICT,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,2.2,7.6,-71,LD,215.8,347.7,-38,D
DISTRICT,ARUNACHAL PRADESH,10,PAPUMPARA,0.0,12.6,-100,NR,929.2,1219.7,-24,D
DISTRICT,ARUNACHAL PRADESH,11,TAWANG,0.6,8.1,-93,LD,148.3,488.0,-70,LD
DISTRICT,ARUNACHAL PRADESH,12,TIRAP,13.0,23.0,-43,D,1175.9,1056.1,11,N
DISTRICT,ARUNACHAL PRADESH,13,UPPER SIANG,2.0,6.9,-71,LD,720.1,945.1,-24,D
DISTRICT,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,0.0,9.7,-100,NR,214.4,507.2,-58,D
DISTRICT,ARUNACHAL PRADESH,15,WEST KAMENG,2.2,13.4,-84,LD,241.5,876.1,-72,LD
DISTRICT,ARUNACHAL PRADESH,16,WEST SIANG,0.0,21.9,-100,NR,370.2,1051.7,-65,LD
STATE,ASSAM & MEGHALAYA,,,0.9,16.1,-94,LD,588.0,946.1,-38,D
STATE,ASSAM,,,0.6,12.9,-95,LD,565.2,788.4,-28,D
DISTRICT,ASSAM,1,BAJALI,0.0,15.6,-100,NR,667.0,1249.5,-47,D
DISTRICT,ASSAM,2,BAKSA,0.3,13.7,-98,LD,716.2,900.5,-20,D
DISTRICT,ASSAM,3,BARPETA,2.6,15.6,-83,LD,799.0,1249.5,-36,D
DISTRICT,ASSAM,5,BONGAIGAON,0.0,6.8,-100,NR,618.2,1382.9,-55,D
DISTRICT,ASSAM,6,CACHAR,0.1,17.4,-99,LD,872.1,933.0,-7,N
DISTRICT,ASSAM,7,CHARAIDEO,2.0,13.7,-85,LD,683.0,486.9,40,E
DISTRICT,ASSAM,8,CHIRANG,0.0,21.0,-100,NR,798.0,1346.2,-41,D
DISTRICT,ASSAM,9,DARRANG,0.0,6.8,-100,NR,379.3,735.7,-48,D
DISTRICT,ASSAM,10,DHEMAJI,0.0,20.6,-100,NR,1269.7,1089.2,17,N
DISTRICT,ASSAM,11,DHUBRI,2.9,18.8,-84,LD,816.9,1207.6,-32,D
DISTRICT,ASSAM,12,DIBRUGARH,2.0,14.5,-86,LD,682.0,766.4,-11,N
DISTRICT,ASSAM,13,DIMA HASAO,0.0,13.2,-100,NR,209.8,585.3,-64,LD
DISTRICT,ASSAM,14,GOALPARA,0.1,18.5,-99,LD,467.8,1130.4,-59,D
DISTRICT,ASSAM,15,GOLAGHAT,0.2,9.4,-97,LD,401.9,519.5,-23,D
DISTRICT,ASSAM,16,HAILAKANDI,9.9,16.1,-39,D,634.3,789.5,-20,D
DISTRICT,ASSAM,17,HOJAI,0.0,8.5,-100,NR,206.2,358.1,-42,D
DISTRICT,ASSAM,18,JORHAT,0.5,8.3,-94,LD,442.6,613.4,-28,D
DISTRICT,ASSAM,19,KAMRUP METROPOLITAN,1.0,9.2,-89,LD,443.2,575.6,-23,D
DISTRICT,ASSAM,20,KAMRUP RURAL,0.0,7.4,-100,NR,230.8,710.9,-68,LD
DISTRICT,ASSAM,21,KARBI ANGLONG,0.0,8.5,-100,NR,264.9,396.4,-33,D
DISTRICT,ASSAM,22,KOKRAJHAR,0.0,16.3,-100,NR,1446.1,1486.8,-3,N
DISTRICT,ASSAM,23,LAKHIMPUR,0.0,20.1,-100,NR,1186.3,1044.8,14,N
DISTRICT,ASSAM,25,MORIGAON,0.0,8.3,-100,NR,298.4,552.7,-46,D
DISTRICT,ASSAM,26,NAGAON,2.3,8.8,-74,LD,186.3,510.9,-64,LD
DISTRICT,ASSAM,27,NALBARI,0.3,13.5,-98,LD,353.9,899.1,-61,LD
DISTRICT,ASSAM,28,SIBSAGAR,0.0,12.5,-100,NR,399.8,601.7,-34,D
DISTRICT,ASSAM,29,SONITPUR,0.0,11.1,-100,NR,512.1,610.1,-16,N
DISTRICT,ASSAM,31,SRIBHUMI,0.6,17.3,-97,LD,985.2,1162.0,-15,N
DISTRICT,ASSAM,32,TAMULPUR,6.3,7.6,-18,N,717.1,804.0,-11,N
DISTRICT,ASSAM,33,TINSUKIA,0.6,14.3,-96,LD,757.5,741.7,2,N
DISTRICT,ASSAM,34,UDALGURI,0.0,8.9,-100,NR,326.6,818.0,-60,LD
DISTRICT,ASSAM,35,WEST KARBI ANGLONG,0.0,6.3,-100,NR,211.2,344.0,-39,D
STATE,MEGHALAYA,,,1.7,27.2,-94,LD,661.0,1466.2,-55,D
DISTRICT,MEGHALAYA,1,EAST GARO HILLS,0.0,14.5,-100,NR,441.7,1006.1,-56,D
DISTRICT,MEGHALAYA,2,EAST JAINTIA HILLS,0.3,39.8,-99,LD,889.5,2499.5,-64,LD
DISTRICT,MEGHALAYA,3,EAST KHASI HILLS,1.3,41.3,-97,LD,1357.0,2524.4,-46,D
DISTRICT,MEGHALAYA,4,NORTH GARO HILLS,0.1,21.3,-99,LD,368.3,976.6,-62,LD
DISTRICT,MEGHALAYA,5,RI BHOI,0.1,13.0,-99,LD,423.1,729.4,-42,D
DISTRICT,MEGHALAYA,6,SOUTH GARO HILLS,1.0,21.3,-96,LD,509.8,976.6,-48,D
DISTRICT,MEGHALAYA,7,SOUTH WEST GARO HILLS,0.0,21.3,-100,NR,485.4,976.6,-50,D
DISTRICT,MEGHALAYA,8,SOUTH WEST KHASI HILLS,2.7,21.3,-87,LD,1864.9,976.6,91,LE
DISTRICT,MEGHALAYA,9,WEST GARO HILLS,0.1,15.8,-99,LD,334.1,968.9,-66,LD
DISTRICT,MEGHALAYA,10,WEST JAINTIA HILLS,0.4,39.8,-99,LD,594.8,2499.5,-76,LD
DISTRICT,MEGHALAYA,11,WEST KHASI HILLS,5.9,34.6,-83,LD,463.4,1462.0,-68,LD
STATE,NMMT,,,3.2,10.7,-70,LD,506.1,636.6,-21,D
STATE,MIZORAM,,,5.2,12.8,-59,D,597.3,761.1,-22,D
DISTRICT,MIZORAM,1,AIZAWL,3.4,13.7,-75,LD,609.7,726.4,-16,N
DISTRICT,MIZORAM,2,CHAMPHAI,13.5,9.2,47,E,498.4,604.5,-18,N
DISTRICT,MIZORAM,3,KOLASIB,15.4,8.6,79,LE,595.2,777.8,-23,D
DISTRICT,MIZORAM,4,LAWNGTLAI,7.5,19.6,-62,LD,738.9,853.0,-13,N
DISTRICT,MIZORAM,5,LUNGLEI,0.9,12.0,-93,LD,669.0,835.0,-20,D
DISTRICT,MIZORAM,6,MAMIT,1.4,12.4,-89,LD,398.9,706.0,-43,D
DISTRICT,MIZORAM,7,SAIHA,1.7,15.2,-89,LD,548.4,870.7,-37,D
DISTRICT,MIZORAM,8,SERCHHIP,2.4,10.0,-76,LD,769.6,749.6,3,N
STATE,MANIPUR,,,1.3,9.4,-86,LD,321.5,525.8,-39,D
DISTRICT,MANIPUR,1,BISHNUPUR,0.0,12.0,-100,NR,263.2,580.2,-55,D
DISTRICT,MANIPUR,2,CHANDEL,0.0,12.0,-100,NR,320.2,580.2,-45,D
DISTRICT,MANIPUR,3,CHURACHANDPUR,0.5,12.0,-96,LD,111.5,580.2,-81,LD
DISTRICT,MANIPUR,4,IMPHAL EAST,0.1,5.5,-98,LD,341.5,388.0,-12,N
DISTRICT,MANIPUR,5,IMPHAL WEST,0.7,15.8,-96,LD,421.9,860.4,-51,D
DISTRICT,MANIPUR,6,SENAPATI,0.0,3.0,-100,NR,418.4,361.9,16,N
DISTRICT,MANIPUR,7,TAMENGLONG,2.1,27.9,-92,LD,1117.5,2404.5,-54,D
DISTRICT,MANIPUR,8,THOUBAL,0.2,5.5,-96,LD,158.1,388.0,-59,D
DISTRICT,MANIPUR,9,UKHRUL,4.6,10.4,-56,D,474.1,563.9,-16,N
STATE,TRIPURA,,,2.2,10.3,-79,LD,677.5,731.4,-7,N
DISTRICT,TRIPURA,1,DHALAI,0.6,9.4,-93,LD,712.5,678.9,5,N
DISTRICT,TRIPURA,2,GOMATI,3.3,10.7,-69,LD,592.7,751.1,-21,D
DISTRICT,TRIPURA,3,KHOWAI,0.0,10.0,-99,LD,746.6,690.5,8,N
DISTRICT,TRIPURA,4,NORTH TRIPURA,2.1,10.9,-81,LD,627.7,683.4,-8,N
DISTRICT,TRIPURA,5,SIPAHIJALA,1.6,11.8,-87,LD,608.5,711.4,-14,N
DISTRICT,TRIPURA,6,SOUTH TRIPURA,6.7,11.2,-41,D,678.0,933.7,-27,D
DISTRICT,TRIPURA,7,UNAKOTI,2.0,6.8,-71,LD,802.6,732.2,10,N
DISTRICT,TRIPURA,8,WEST TRIPURA,0.2,10.1,-98,LD,725.1,643.2,13,N
STATE,NAGALAND,,,3.5,9.3,-62,LD,476.5,505.5,-6,N
DISTRICT,NAGALAND,1,DIMAPUR,4.6,8.5,-46,D,240.8,372.8,-35,D
DISTRICT,NAGALAND,2,KIPHIRE,0.0,5.6,-100,NR,353.6,293.0,21,E
