record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
DISTRICT,JHARKHAND,11,HAZARIBAG,2.9,10.1,-71,LD,419.6,617.7,-32,D
DISTRICT,JHARKHAND,12,JAMTARA,1.0,9.2,-90,LD,468.2,634.2,-26,D
DISTRICT,JHARKHAND,13,KHUNTI,4.1,9.7,-58,D,564.6,655.3,-14,N
DISTRICT,JHARKHAND,14,KODERMA,3.0,6.7,-55,D,279.1,500.7,-44,D
DISTRICT,JHARKHAND,15,LATEHAR,5.7,10.1,-44,D,438.0,611.0,-28,D
DISTRICT,JHARKHAND,16,LOHARDAGA,19.2,7.3,163,LE,420.1,609.5,-31,D
DISTRICT,JHARKHAND,17,PAKUR,3.3,8.9,-63,LD,279.3,670.8,-58,D
DISTRICT,JHARKHAND,18,PALAMU,0.4,7.8,-95,LD,282.1,471.9,-40,D
DISTRICT,JHARKHAND,19,RAMGARH,4.5,8.8,-49,D,448.4,605.8,-26,D
DISTRICT,JHARKHAND,20,RANCHI,8.7,8.5,2,N,504.4,619.3,-19,N
DISTRICT,JHARKHAND,22,SERAIKELA-KHARSAWAN,18.4,7.0,163,LE,596.1,602.4,-1,N
DISTRICT,JHARKHAND,23,SIMDEGA,15.5,9.5,64,LE,714.6,776.5,-8,N
DISTRICT,JHARKHAND,24,WEST SINGHBHUM,8.3,7.9,5,N,631.1,592.5,7,N
STATE,BIHAR,,,4.0,6.8,-41,D,368.4,573.4,-36,D
DISTRICT,BIHAR,1,ARARIA,5.5,7.3,-24,D,630.2,842.6,-25,D
DISTRICT,BIHAR,2,ARWAL,3.0,6.3,-52,D,195.0,385.3,-49,D
DISTRICT,BIHAR,3,AURANGABAD,18.1,8.2,121,LE,342.3,492.3,-30,D
DISTRICT,BIHAR,4,BANKA,6.8,8.2,-17,N,274.5,498.7,-45,D
DISTRICT,BIHAR,5,BEGUSARAI,1.9,8.3,-77,LD,382.1,565.6,-32,D
DISTRICT,BIHAR,6,BHABUA,0.1,9.1,-99,LD,237.6,481.8,-51,D
DISTRICT,BIHAR,7,BHAGALPUR,1.4,9.1,-85,LD,251.2,566.5,-56,D
DISTRICT,BIHAR,8,BHOJPUR,1.2,7.2,-83,LD,250.3,486.9,-49,D
DISTRICT,BIHAR,9,BUXAR,0.4,5.0,-92,LD,340.2,443.5,-23,D
DISTRICT,BIHAR,10,DARBHANGA,6.2,5.7,9,N,287.4,524.1,-45,D
