record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
DISTRICT,TRIPURA,6,SOUTH TRIPURA,0.2,14.3,-99,LD,678.3,961.6,-29,D
DISTRICT,TRIPURA,7,UNAKOTI,2.0,13.0,-84,LD,809.0,756.4,7,N
DISTRICT,TRIPURA,8,WEST TRIPURA,3.8,10.2,-63,LD,728.9,662.4,10,N
STATE,NAGALAND,,,5.8,9.0,-36,D,482.7,524.2,-8,N
DISTRICT,NAGALAND,1,DIMAPUR,0.8,14.9,-94,LD,244.0,399.6,-39,D
DISTRICT,NAGALAND,2,KIPHIRE,0.0,4.8,-100,NR,353.6,304.6,16,N
DISTRICT,NAGALAND,3,KOHIMA,8.6,9.8,-12,N,542.3,578.2,-6,N
DISTRICT,NAGALAND,5,MOKOKCHUNG,9.8,19.0,-49,D,812.1,708.3,15,N
DISTRICT,NAGALAND,7,PEREN,1.5,8.2,-82,LD,346.5,434.2,-20,D
DISTRICT,NAGALAND,10,WOKHA,3.8,9.5,-61,LD,511.9,618.3,-17,N
STATE,SHWB & SIKKIM,,,5.4,17.8,-70,LD,990.1,979.5,1,N
STATE,WEST BENGAL,,,10.1,12.0,-16,N,666.7,652.6,2,N
DISTRICT,WEST BENGAL,1,ALIPURDUAR,20.7,25.2,-18,N,1687.5,1668.4,1,N
DISTRICT,WEST BENGAL,2,COOCH BEHAR,8.7,18.7,-54,D,1261.7,1256.5,0,N
DISTRICT,WEST BENGAL,3,DARJEELING,0.0,30.8,-100,NR,1339.3,1440.6,-7,N
DISTRICT,WEST BENGAL,4,JALPAIGURI,3.4,29.6,-89,LD,1340.4,1577.3,-15,N
DISTRICT,WEST BENGAL,5,KALIMPONG,8.6,28.1,-69,LD,1102.2,1253.9,-12,N
DISTRICT,WEST BENGAL,6,MALDA,5.2,11.3,-54,D,491.1,538.2,-9,N
DISTRICT,WEST BENGAL,7,NORTH DINAJPUR,0.0,9.1,-100,NR,550.6,738.4,-25,D
DISTRICT,WEST BENGAL,8,SOUTH DINAJPUR,4.0,11.2,-64,LD,553.2,555.5,0,N
STATE,SIKKIM,,,3.0,16.0,-82,LD,890.7,856.0,4,N
DISTRICT,SIKKIM,1,GANGTOK,8.4,24.2,-65,LD,1071.4,1140.5,-6,N
DISTRICT,SIKKIM,2,GYALSHING,1.5,17.1,-91,LD,1178.5,897.1,31,E
DISTRICT,SIKKIM,3,MANGAN,1.7,14.7,-88,LD,747.0,792.4,-6,N
DISTRICT,SIKKIM,4,NAMCHI,7.5,17.3,-57,D,1082.6,846.2,28,E
DISTRICT,SIKKIM,5,Pakyong,5.5,12.4,-56,D,954.4,813.1,17,N
DISTRICT,SIKKIM,6,Soreng,0.0,17.1,-100,NR,1158.5,897.1,29,E
STATE,GANGETIC WEST BENGAL,,,11.4,10.1,13,N,549.3,546.9,0,N
DISTRICT,GANGETIC WEST BENGAL,1,BANKURA,5.7,10.1,-43,D,532.4,547.6,-3,N
DISTRICT,GANGETIC WEST BENGAL,2,BIRBHUM,8.9,9.7,-8,N,359.3,540.6,-34,D
DISTRICT,GANGETIC WEST BENGAL,3,EAST MIDNAPORE,33.6,11.0,205,LE,754.6,564.6,34,E
DISTRICT,GANGETIC WEST BENGAL,4,HOOGHLY,17.9,8.3,116,LE,516.5,502.4,3,N
DISTRICT,GANGETIC WEST BENGAL,5,HOWRAH,3.5,8.7,-60,LD,641.9,530.4,21,E
DISTRICT,GANGETIC WEST BENGAL,6,JHARGRAM,3.9,11.0,-65,LD,440.9,537.7,-18,N
DISTRICT,GANGETIC WEST BENGAL,7,KOLKATA,4.4,12.2,-64,LD,681.6,612.3,11,N
DISTRICT,GANGETIC WEST BENGAL,8,MURSHIDABAD,0.0,9.7,-100,NR,344.5,493.0,-30,D
DISTRICT,GANGETIC WEST BENGAL,9,NADIA,2.3,6.4,-64,LD,381.1,474.9,-20,D
DISTRICT,GANGETIC WEST BENGAL,10,NORTH 24 PARGANAS,6.4,8.6,-26,D,718.7,553.1,30,E
DISTRICT,GANGETIC WEST BENGAL,11,PASCHIM BARDHAMAN,7.1,12.6,-44,D,446.7,514.7,-13,N
DISTRICT,GANGETIC WEST BENGAL,12,PURBA BARDHAMAN,0.7,8.7,-93,LD,484.5,486.2,0,N
DISTRICT,GANGETIC WEST BENGAL,13,PURULIA,11.2,9.7,15,N,335.6,509.7,-34,D
DISTRICT,GANGETIC WEST BENGAL,14,SOUTH 24 PARGANAS,30.2,12.5,141,LE,752.7,677.3,11,N
DISTRICT,GANGETIC WEST BENGAL,15,WEST MIDNAPORE,5.9,11.0,-47,D,751.0,537.7,40,E
STATE,ODISHA,,,20.8,12.6,65,LE,599.0,501.6,19,N
DISTRICT,ODISHA,1,ANGUL,19.9,13.1,52,E,675.2,491.0,38,E
DISTRICT,ODISHA,2,BALANGIR,40.2,12.4,224,LE,717.7,485.9,48,E
DISTRICT,ODISHA,3,BALASORE,31.1,11.4,173,LE,622.8,518.9,20,E
DISTRICT,ODISHA,4,BARGARH,30.7,18.0,71,LE,889.8,531.6,67,LE
DISTRICT,ODISHA,5,BHADRAK,24.6,8.6,185,LE,626.9,456.0,37,E
DISTRICT,ODISHA,6,BOUDH,69.0,12.4,456,LE,1058.0,442.4,139,LE
DISTRICT,ODISHA,7,CUTTACK,53.1,15.2,249,LE,801.9,482.2,66,LE
DISTRICT,ODISHA,8,DEOGARH,7.2,15.2,-53,D,496.8,518.1,-4,N
DISTRICT,ODISHA,9,DHENKANAL,27.3,13.4,104,LE,820.8,482.8,70,LE
DISTRICT,ODISHA,10,GAJAPATI,9.4,9.6,-2,N,283.6,395.8,-28,D
DISTRICT,ODISHA,11,GANJAM,2.2,7.7,-72,LD,339.4,372.8,-9,N
DISTRICT,ODISHA,12,JAGATSINGHPUR,19.3,15.5,24,E,752.6,414.7,81,LE
DISTRICT,ODISHA,13,JAJPUR,30.2,12.3,146,LE,686.6,520.9,32,E
DISTRICT,ODISHA,14,JHARSUGUDA,4.7,13.1,-64,LD,556.2,524.4,6,N
DISTRICT,ODISHA,15,KALAHANDI,12.5,14.0,-11,N,454.6,614.1,-26,D
DISTRICT,ODISHA,16,KANDHAMAL,22.8,11.3,101,LE,750.7,477.1,57,E
DISTRICT,ODISHA,17,KENDRAPARA,58.6,13.2,344,LE,809.6,442.5,83,LE
DISTRICT,ODISHA,18,KEONJHARGARH,11.6,11.2,4,N,663.7,509.7,30,E
DISTRICT,ODISHA,19,KHURDA,37.2,11.8,215,LE,635.3,459.2,38,E
DISTRICT,ODISHA,20,KORAPUT,4.7,11.4,-59,D,466.1,519.7,-10,N
DISTRICT,ODISHA,21,MALKANGIRI,9.7,14.5,-33,D,361.5,537.7,-33,D
DISTRICT,ODISHA,22,MAYURBHANJ,27.4,10.8,153,LE,540.8,543.5,0,N
DISTRICT,ODISHA,23,NAWAPARA,21.8,12.1,80,LE,478.1,467.1,2,N
DISTRICT,ODISHA,24,NAWARANGPUR,2.1,14.7,-86,LD,349.2,605.3,-42,D
DISTRICT,ODISHA,25,NAYAGARH,10.5,9.8,7,N,652.1,482.1,35,E
DISTRICT,ODISHA,26,PURI,38.5,12.8,201,LE,716.3,402.9,78,LE
DISTRICT,ODISHA,27,RAYAGADA,14.0,10.5,33,E,344.4,441.7,-22,D
DISTRICT,ODISHA,28,SAMBALPUR,8.8,16.4,-46,D,704.1,558.9,26,E
DISTRICT,ODISHA,29,SONEPUR,72.0,10.0,620,LE,1088.1,507.0,115,LE
DISTRICT,ODISHA,30,SUNDARGARH,6.8,15.3,-56,D,550.9,549.3,0,N
STATE,JHARKHAND,,,4.9,11.5,-57,D,306.9,467.4,-34,D
DISTRICT,JHARKHAND,1,BOKARO,0.9,9.1,-90,LD,275.1,409.2,-33,D
DISTRICT,JHARKHAND,2,CHATRA,0.0,12.8,-100,NR,232.8,423.9,-45,D
DISTRICT,JHARKHAND,3,DEOGHAR,0.0,8.6,-100,NR,177.1,453.9,-61,LD
DISTRICT,JHARKHAND,4,DHANBAD,2.9,14.7,-80,LD,356.0,482.3,-26,D
DISTRICT,JHARKHAND,5,DUMKA,0.0,9.5,-100,NR,434.1,484.1,-10,N
DISTRICT,JHARKHAND,6,EAST SINGHBHUM,18.4,10.4,76,LE,347.1,495.5,-30,D
DISTRICT,JHARKHAND,7,GARHWA,0.0,7.7,-100,NR,173.0,396.8,-56,D
DISTRICT,JHARKHAND,8,GIRIDIH,0.0,11.5,-99,LD,221.9,456.0,-51,D
DISTRICT,JHARKHAND,9,GODDA,0.0,10.7,-100,NR,209.7,426.7,-51,D
DISTRICT,JHARKHAND,10,GUMLA,5.3,14.2,-63,LD,332.0,497.3,-33,D
DISTRICT,JHARKHAND,11,HAZARIBAG,0.0,11.4,-100,NR,294.3,481.8,-39,D
DISTRICT,JHARKHAND,12,JAMTARA,3.9,13.2,-71,LD,362.5,502.4,-28,D
DISTRICT,JHARKHAND,13,KHUNTI,0.0,10.3,-100,NR,379.6,501.5,-24,D
DISTRICT,JHARKHAND,14,KODERMA,0.0,8.6,-100,NR,182.6,404.6,-55,D
DISTRICT,JHARKHAND,15,LATEHAR,8.3,13.4,-38,D,326.7,469.7,-30,D
DISTRICT,JHARKHAND,16,LOHARDAGA,0.0,18.0,-100,NR,296.5,472.0,-37,D
DISTRICT,JHARKHAND,17,PAKUR,4.5,9.6,-53,D,202.6,551.5,-63,LD
DISTRICT,JHARKHAND,18,PALAMU,2.4,8.8,-73,LD,186.4,357.4,-48,D
DISTRICT,JHARKHAND,19,RAMGARH,0.4,12.0,-97,LD,292.6,476.3,-39,D
DISTRICT,JHARKHAND,20,RANCHI,0.0,12.4,-99,LD,336.5,482.8,-30,D
DISTRICT,JHARKHAND,22,SERAIKELA-KHARSAWAN,9.9,10.0,-1,N,436.2,460.7,-5,N
DISTRICT,JHARKHAND,23,SIMDEGA,2.3,17.8,-87,LD,530.2,615.7,-14,N
DISTRICT,JHARKHAND,24,WEST SINGHBHUM,21.8,11.3,93,LE,385.0,452.1,-15,N
STATE,BIHAR,,,2.1,11.2,-81,LD,278.6,462.9,-40,D
DISTRICT,BIHAR,1,ARARIA,13.8,18.5,-26,D,530.4,698.1,-24,D
DISTRICT,BIHAR,2,ARWAL,0.0,11.3,-100,NR,143.2,313.9,-54,D
DISTRICT,BIHAR,3,AURANGABAD,0.0,7.7,-100,NR,216.9,381.5,-43,D
DISTRICT,BIHAR,4,BANKA,0.0,9.3,-100,NR,160.2,394.9,-59,D
DISTRICT,BIHAR,5,BEGUSARAI,1.5,11.2,-86,LD,297.4,444.6,-33,D
DISTRICT,BIHAR,6,BHABUA,0.0,12.0,-100,NR,154.2,359.4,-57,D
DISTRICT,BIHAR,7,BHAGALPUR,0.0,13.9,-100,NR,185.8,456.5,-59,D
DISTRICT,BIHAR,8,BHOJPUR,0.0,8.5,-100,NR,197.2,384.0,-49,D
DISTRICT,BIHAR,9,BUXAR,0.2,9.9,-98,LD,286.9,347.6,-17,N
DISTRICT,BIHAR,10,DARBHANGA,0.0,11.8,-100,NR,209.0,417.7,-50,D
DISTRICT,BIHAR,11,EAST CHAMPARAN,5.1,12.7,-60,LD,308.8,495.1,-38,D
DISTRICT,BIHAR,12,GAYA,0.0,9.1,-100,NR,192.1,379.9,-49,D
DISTRICT,BIHAR,13,GOPALGANJ,0.0,9.3,-100,NR,332.9,442.6,-25,D
DISTRICT,BIHAR,14,JAHANABAD,0.0,7.8,-100,NR,133.9,377.3,-65,LD
DISTRICT,BIHAR,15,JAMUI,0.0,10.8,-100,NR,192.9,433.1,-55,D
DISTRICT,BIHAR,16,KATIHAR,1.6,10.4,-85,LD,316.8,526.9,-40,D
DISTRICT,BIHAR,17,KHAGARIA,5.6,9.9,-43,D,352.9,455.2,-22,D
DISTRICT,BIHAR,18,KISHANGANJ,2.2,14.3,-85,LD,716.8,885.7,-19,N
DISTRICT,BIHAR,19,LAKHISARAI,0.0,8.6,-100,NR,363.0,399.6,-9,N
DISTRICT,BIHAR,20,MADHEPURA,9.5,9.2,3,N,309.2,491.1,-37,D
DISTRICT,BIHAR,21,MADHUBANI,0.0,14.0,-100,NR,310.5,478.4,-35,D
DISTRICT,BIHAR,22,MUNGER,1.7,16.5,-90,LD,276.5,471.6,-41,D
DISTRICT,BIHAR,23,MUZAFFARPUR,0.0,8.2,-100,NR,219.0,446.4,-51,D
DISTRICT,BIHAR,24,NALANDA,0.0,8.9,-100,NR,201.0,384.9,-48,D
DISTRICT,BIHAR,25,NAWADA,0.0,8.7,-100,NR,210.3,374.0,-44,D
DISTRICT,BIHAR,26,PATNA,0.0,8.2,-99,LD,210.8,405.1,-48,D
DISTRICT,BIHAR,27,PURNEA,0.4,14.1,-97,LD,400.7,705.2,-43,D
DISTRICT,BIHAR,28,ROHTAS,0.0,10.7,-100,NR,189.5,367.0,-48,D
DISTRICT,BIHAR,29,SAHARSA,24.1,15.1,59,E,254.6,528.0,-52,D
DISTRICT,BIHAR,30,SAMASTIPUR,2.0,9.5,-79,LD,216.9,427.4,-49,D
DISTRICT,BIHAR,31,SARAN,0.8,7.4,-90,LD,229.3,404.1,-43,D
DISTRICT,BIHAR,32,SHEIKHPURA,0.0,12.2,-100,NR,222.0,390.0,-43,D
DISTRICT,BIHAR,33,SHEOHAR,0.0,10.0,-100,NR,251.2,500.1,-50,D
DISTRICT,BIHAR,34,SITAMARHI,1.4,13.5,-90,LD,199.8,511.0,-61,LD
DISTRICT,BIHAR,35,SIWAN,4.1,8.1,-50,D,414.2,402.5,3,N
DISTRICT,BIHAR,36,SUPAUL,9.4,13.0,-27,D,467.7,551.4,-15,N
DISTRICT,BIHAR,37,VAISHALI,0.0,10.0,-100,NR,270.1,416.0,-35,D
DISTRICT,BIHAR,38,WEST CHAMPARAN,3.1,16.8,-82,LD,419.1,581.9,-28,D
STATE,UTTAR PRADESH,,,1.1,9.7,-89,LD,244.8,322.9,-24,D
STATE,WEST UTTAR PRADESH,,,0.9,9.8,-91,LD,248.2,285.5,-13,N
DISTRICT,WEST UTTAR PRADESH,1,AGRA,0.3,8.3,-97,LD,209.5,216.5,-3,N
DISTRICT,WEST UTTAR PRADESH,2,ALIGARH,0.0,8.5,-100,NR,128.9,239.7,-46,D
DISTRICT,WEST UTTAR PRADESH,3,AMROHA,0.0,7.1,-100,NR,128.0,359.8,-64,LD
DISTRICT,WEST UTTAR PRADESH,4,AURAIYA,0.0,7.8,-100,NR,238.7,208.6,14,N
DISTRICT,WEST UTTAR PRADESH,5,BADAUN,0.0,9.7,-100,NR,311.0,286.5,9,N
DISTRICT,WEST UTTAR PRADESH,6,BAGHPAT,0.0,8.8,-100,NR,225.7,214.8,5,N
DISTRICT,WEST UTTAR PRADESH,7,BAREILLY,1.4,13.6,-90,LD,288.4,351.1,-18,N
DISTRICT,WEST UTTAR PRADESH,8,BIJNOR,0.0,13.0,-100,NR,341.5,402.3,-15,N
DISTRICT,WEST UTTAR PRADESH,9,BULANDSHAHAR,0.0,6.4,-100,NR,211.6,226.4,-7,N
DISTRICT,WEST UTTAR PRADESH,10,ETAH,3.3,11.1,-70,LD,311.5,204.1,53,E
DISTRICT,WEST UTTAR PRADESH,11,ETAWAH,7.2,8.9,-19,N,230.2,220.1,5,N
DISTRICT,WEST UTTAR PRADESH,12,FIROZABAD,0.0,9.2,-100,NR,300.9,235.2,28,E
DISTRICT,WEST UTTAR PRADESH,13,GAUTAM BUDDHA NAGAR,0.0,5.9,-100,NR,209.8,191.0,10,N
DISTRICT,WEST UTTAR PRADESH,14,GHAZIABAD,0.0,6.4,-100,NR,70.5,192.4,-63,LD
DISTRICT,WEST UTTAR PRADESH,15,HAMIRPUR,5.6,10.4,-46,D,313.4,282.6,11,N
DISTRICT,WEST UTTAR PRADESH,16,HAPUR,0.0,7.7,-100,NR,178.5,273.5,-35,D
DISTRICT,WEST UTTAR PRADESH,17,HATHRAS,0.0,11.2,-100,NR,272.7,230.3,18,N
DISTRICT,WEST UTTAR PRADESH,18,JALAUN,3.8,10.2,-63,LD,170.7,255.3,-33,D
DISTRICT,WEST UTTAR PRADESH,19,JHANSI,0.0,7.9,-100,NR,140.6,303.7,-54,D
DISTRICT,WEST UTTAR PRADESH,20,KASGANJ,0.0,19.0,-100,NR,199.7,274.3,-27,D
DISTRICT,WEST UTTAR PRADESH,21,LALITPUR,0.0,13.2,-100,NR,313.6,345.2,-9,N
DISTRICT,WEST UTTAR PRADESH,22,MAHOBA,0.7,9.7,-93,LD,149.4,233.7,-36,D
DISTRICT,WEST UTTAR PRADESH,23,MAINPURI,0.0,11.3,-100,NR,112.6,274.1,-59,D
DISTRICT,WEST UTTAR PRADESH,24,MATHURA,0.0,7.0,-100,NR,145.0,209.0,-31,D
DISTRICT,WEST UTTAR PRADESH,25,MEERUT,0.0,6.7,-100,NR,501.4,268.0,87,LE
DISTRICT,WEST UTTAR PRADESH,26,MORADABAD,0.4,9.3,-96,LD,266.9,372.9,-28,D
DISTRICT,WEST UTTAR PRADESH,27,MUZAFFARNAGAR,0.0,8.5,-100,NR,515.4,284.0,81,LE
DISTRICT,WEST UTTAR PRADESH,28,PILIBHIT,0.6,9.4,-94,LD,103.1,388.3,-73,LD
DISTRICT,WEST UTTAR PRADESH,29,RAMPUR,0.4,10.8,-97,LD,225.5,292.0,-23,D
DISTRICT,WEST UTTAR PRADESH,30,SAHARANPUR,0.0,7.2,-100,NR,228.4,335.2,-32,D
DISTRICT,WEST UTTAR PRADESH,31,SAMBHAL,0.0,10.2,-100,NR,442.2,287.4,54,E
DISTRICT,WEST UTTAR PRADESH,32,SHAHJAHANPUR,2.9,14.2,-80,LD,303.4,352.0,-14,N
DISTRICT,WEST UTTAR PRADESH,33,SHAMLI,0.0,7.9,-100,NR,82.4,240.1,-66,LD
STATE,EAST UTTAR PRADESH,,,1.2,9.6,-87,LD,242.3,349.6,-31,D
DISTRICT,EAST UTTAR PRADESH,1,AMBEDKAR NAGAR,0.0,7.9,-100,NR,248.8,381.1,-35,D
