record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
STATE,ANDAMAN & NICOBAR ISLANDS,,,1.5,13.0,-89,LD,770.7,700.4,10,N
DISTRICT,ANDAMAN & NICOBAR ISLANDS,1,NICOBAR,0.0,11.0,-100,NR,228.6,474.0,-52,D
DISTRICT,ANDAMAN & NICOBAR ISLANDS,2,NORTH & MIDDLE ANDAMAN,0.0,14.3,-100,NR,1206.4,817.4,48,E
DISTRICT,ANDAMAN & NICOBAR ISLANDS,3,SOUTH ANDAMAN,4.0,12.8,-69,LD,630.2,712.6,-12,N
STATE,ARUNACHAL PRADESH,,,4.1,16.7,-75,LD,416.8,864.8,-52,D
DISTRICT,ARUNACHAL PRADESH,1,ANJAW,0.0,31.4,-100,NR,67.2,810.3,-92,LD
DISTRICT,ARUNACHAL PRADESH,2,CHANGLANG,0.0,17.3,-100,NR,582.9,696.6,-16,N
DISTRICT,ARUNACHAL PRADESH,4,EAST KAMENG,6.2,15.1,-59,D,829.9,621.9,33,E
DISTRICT,ARUNACHAL PRADESH,5,EAST SIANG,16.0,38.9,-59,D,1396.9,1656.2,-16,N
DISTRICT,ARUNACHAL PRADESH,6,KURUNG KUMEY,0.5,7.8,-94,LD,233.1,541.4,-57,D
DISTRICT,ARUNACHAL PRADESH,7,LOHIT,1.9,13.9,-87,LD,543.2,818.4,-34,D
DISTRICT,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,2.0,5.1,-61,LD,213.6,333.9,-36,D
DISTRICT,ARUNACHAL PRADESH,10,PAPUMPARA,20.6,16.8,23,E,928.9,1187.9,-22,D
DISTRICT,ARUNACHAL PRADESH,11,TAWANG,4.1,10.7,-62,LD,146.0,467.3,-69,LD
DISTRICT,ARUNACHAL PRADESH,12,TIRAP,0.0,24.1,-100,NR,1122.7,1008.8,11,N
DISTRICT,ARUNACHAL PRADESH,13,UPPER SIANG,1.3,11.6,-89,LD,469.1,930.6,-50,D
DISTRICT,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,0.0,7.4,-100,NR,214.4,486.5,-56,D
DISTRICT,ARUNACHAL PRADESH,15,WEST KAMENG,4.6,9.1,-50,D,238.9,832.7,-71,LD
DISTRICT,ARUNACHAL PRADESH,16,WEST SIANG,2.5,17.4,-86,LD,370.2,1001.7,-63,LD
STATE,ASSAM & MEGHALAYA,,,9.8,17.8,-45,D,580.7,914.1,-36,D
STATE,ASSAM,,,10.2,14.6,-30,D,558.1,762.0,-27,D
DISTRICT,ASSAM,1,BAJALI,0.5,25.1,-98,LD,667.0,1210.4,-45,D
DISTRICT,ASSAM,2,BAKSA,2.1,17.6,-88,LD,715.7,874.0,-18,N
DISTRICT,ASSAM,3,BARPETA,0.1,25.1,-99,LD,796.4,1210.4,-34,D
DISTRICT,ASSAM,5,BONGAIGAON,0.0,24.6,-100,NR,618.2,1362.2,-55,D
DISTRICT,ASSAM,6,CACHAR,24.7,16.2,53,E,865.2,897.9,-4,N
DISTRICT,ASSAM,7,CHARAIDEO,0.0,10.6,-100,NR,679.5,462.9,47,E
DISTRICT,ASSAM,8,CHIRANG,0.0,30.5,-100,NR,798.0,1306.3,-39,D
DISTRICT,ASSAM,9,DARRANG,3.5,8.0,-56,D,378.3,719.4,-47,D
DISTRICT,ASSAM,10,DHEMAJI,0.0,15.9,-100,NR,1269.7,1046.0,21,E
DISTRICT,ASSAM,11,DHUBRI,1.7,17.4,-90,LD,808.1,1172.0,-31,D
DISTRICT,ASSAM,12,DIBRUGARH,1.0,20.0,-95,LD,676.7,736.4,-8,N
DISTRICT,ASSAM,13,DIMA HASAO,6.4,10.8,-41,D,208.8,563.1,-63,LD
DISTRICT,ASSAM,14,GOALPARA,0.0,24.5,-100,NR,466.6,1088.2,-57,D
DISTRICT,ASSAM,15,GOLAGHAT,1.8,9.3,-81,LD,401.6,499.6,-20,D
DISTRICT,ASSAM,16,HAILAKANDI,7.1,26.8,-74,LD,618.9,761.0,-19,N
DISTRICT,ASSAM,17,HOJAI,4.6,3.6,28,E,206.2,342.5,-40,D
DISTRICT,ASSAM,18,JORHAT,4.7,8.8,-46,D,439.2,596.9,-26,D
DISTRICT,ASSAM,19,KAMRUP METROPOLITAN,12.0,6.8,76,LE,407.8,552.7,-26,D
DISTRICT,ASSAM,20,KAMRUP RURAL,0.1,8.1,-99,LD,218.9,691.7,-68,LD
DISTRICT,ASSAM,21,KARBI ANGLONG,17.5,8.4,108,LE,242.0,380.5,-36,D
DISTRICT,ASSAM,22,KOKRAJHAR,0.5,32.0,-98,LD,1444.2,1446.8,0,N
DISTRICT,ASSAM,23,LAKHIMPUR,67.9,16.2,319,LE,1185.9,1004.9,18,N
DISTRICT,ASSAM,25,MORIGAON,9.4,8.0,17,N,293.9,535.6,-45,D
DISTRICT,ASSAM,26,NAGAON,1.1,7.6,-86,LD,180.3,491.7,-63,LD
DISTRICT,ASSAM,27,NALBARI,0.4,14.9,-98,LD,349.1,869.5,-60,LD
DISTRICT,ASSAM,28,SIBSAGAR,0.0,11.8,-100,NR,392.3,577.4,-32,D
DISTRICT,ASSAM,29,SONITPUR,37.6,11.4,229,LE,482.5,590.5,-18,N
DISTRICT,ASSAM,31,SRIBHUMI,20.2,26.7,-24,D,975.4,1123.8,-13,N
DISTRICT,ASSAM,32,TAMULPUR,0.3,16.4,-98,LD,708.3,783.7,-10,N
DISTRICT,ASSAM,33,TINSUKIA,26.4,16.4,61,LE,756.5,714.3,6,N
DISTRICT,ASSAM,34,UDALGURI,8.6,9.4,-9,N,315.9,796.4,-60,LD
DISTRICT,ASSAM,35,WEST KARBI ANGLONG,3.4,7.0,-51,D,211.2,330.3,-36,D
STATE,MEGHALAYA,,,8.6,28.0,-69,LD,653.4,1415.4,-54,D
DISTRICT,MEGHALAYA,1,EAST GARO HILLS,0.6,14.2,-96,LD,437.1,979.3,-55,D
