record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
STATE,ANDAMAN & NICOBAR ISLANDS,,,10.4,10.9,-5,N,1039.1,994.6,4,N
DISTRICT,ANDAMAN & NICOBAR ISLANDS,1,NICOBAR,2.1,7.2,-71,LD,416.3,661.1,-37,D
DISTRICT,ANDAMAN & NICOBAR ISLANDS,2,NORTH & MIDDLE ANDAMAN,17.5,8.3,111,LE,1551.6,1173.0,32,E
DISTRICT,ANDAMAN & NICOBAR ISLANDS,3,SOUTH ANDAMAN,7.7,16.3,-53,D,864.7,1006.1,-14,N
STATE,ARUNACHAL PRADESH,,,1.1,13.2,-92,LD,693.6,1140.9,-39,D
DISTRICT,ARUNACHAL PRADESH,1,ANJAW,0.0,22.2,-100,NR,124.2,1126.6,-89,LD
DISTRICT,ARUNACHAL PRADESH,2,CHANGLANG,6.4,11.7,-45,D,730.9,923.0,-21,D
DISTRICT,ARUNACHAL PRADESH,4,EAST KAMENG,0.0,9.6,-100,NR,1009.3,828.8,22,E
DISTRICT,ARUNACHAL PRADESH,5,EAST SIANG,3.3,23.1,-86,LD,1698.2,2192.2,-23,D
DISTRICT,ARUNACHAL PRADESH,6,KURUNG KUMEY,0.0,7.9,-100,NR,418.3,789.1,-47,D
DISTRICT,ARUNACHAL PRADESH,7,LOHIT,1.4,17.0,-92,LD,696.9,1095.6,-36,D
DISTRICT,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,0.0,6.1,-100,NR,301.7,510.2,-41,D
DISTRICT,ARUNACHAL PRADESH,10,PAPUMPARA,0.0,13.9,-100,NR,1266.3,1536.4,-18,N
DISTRICT,ARUNACHAL PRADESH,11,TAWANG,1.6,5.7,-72,LD,260.8,658.2,-60,LD
DISTRICT,ARUNACHAL PRADESH,12,TIRAP,0.0,16.1,-100,NR,1533.7,1363.8,12,N
DISTRICT,ARUNACHAL PRADESH,13,UPPER SIANG,1.1,8.9,-88,LD,839.3,1115.8,-25,D
DISTRICT,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,0.0,5.5,-100,NR,269.1,629.6,-57,D
DISTRICT,ARUNACHAL PRADESH,15,WEST KAMENG,0.3,13.1,-98,LD,351.2,1170.2,-70,LD
DISTRICT,ARUNACHAL PRADESH,16,WEST SIANG,0.0,10.9,-100,NR,485.4,1363.7,-64,LD
STATE,ASSAM & MEGHALAYA,,,2.8,14.2,-80,LD,765.7,1230.7,-38,D
STATE,ASSAM,,,1.9,11.7,-84,LD,756.4,1025.5,-26,D
DISTRICT,ASSAM,1,BAJALI,0.0,21.4,-100,NR,879.5,1508.1,-42,D
DISTRICT,ASSAM,2,BAKSA,0.0,11.9,-100,NR,903.1,1106.1,-18,N
DISTRICT,ASSAM,3,BARPETA,0.0,21.4,-100,NR,1058.4,1508.1,-30,D
DISTRICT,ASSAM,5,BONGAIGAON,0.0,17.2,-100,NR,732.0,1679.6,-56,D
DISTRICT,ASSAM,6,CACHAR,3.3,13.5,-75,LD,1194.1,1242.3,-4,N
DISTRICT,ASSAM,7,CHARAIDEO,0.0,11.7,-100,NR,875.0,681.8,28,E
DISTRICT,ASSAM,8,CHIRANG,0.0,19.7,-100,NR,1036.1,1666.5,-38,D
DISTRICT,ASSAM,9,DARRANG,0.0,7.3,-100,NR,493.6,923.2,-47,D
DISTRICT,ASSAM,11,DHUBRI,0.0,11.0,-100,NR,1008.2,1519.2,-34,D
DISTRICT,ASSAM,12,DIBRUGARH,3.6,12.6,-71,LD,846.6,1016.5,-17,N
DISTRICT,ASSAM,13,DIMA HASAO,0.0,4.1,-100,NR,305.8,733.8,-58,D
DISTRICT,ASSAM,14,GOALPARA,0.3,13.0,-97,LD,597.1,1423.1,-58,D
DISTRICT,ASSAM,15,GOLAGHAT,0.0,6.3,-100,NR,609.1,705.7,-14,N
DISTRICT,ASSAM,16,HAILAKANDI,42.2,17.0,148,LE,857.6,1060.0,-19,N
DISTRICT,ASSAM,17,HOJAI,0.0,5.2,-100,NR,289.5,508.0,-43,D
DISTRICT,ASSAM,18,JORHAT,8.2,6.6,25,E,610.2,841.3,-27,D
DISTRICT,ASSAM,19,KAMRUP METROPOLITAN,0.8,11.4,-93,LD,585.0,741.3,-21,D
DISTRICT,ASSAM,20,KAMRUP RURAL,0.0,10.1,-100,NR,383.9,908.9,-58,D
DISTRICT,ASSAM,21,KARBI ANGLONG,0.0,7.2,-100,NR,373.5,542.9,-31,D
DISTRICT,ASSAM,22,KOKRAJHAR,0.0,21.3,-100,NR,1800.8,1957.0,-8,N
DISTRICT,ASSAM,23,LAKHIMPUR,13.6,17.8,-24,D,1638.4,1379.9,19,N
DISTRICT,ASSAM,25,MORIGAON,0.0,13.5,-100,NR,416.8,765.6,-46,D
DISTRICT,ASSAM,26,NAGAON,0.0,9.8,-100,NR,321.9,698.3,-54,D
DISTRICT,ASSAM,27,NALBARI,0.0,19.5,-100,NR,405.1,1126.6,-64,LD
DISTRICT,ASSAM,28,SIBSAGAR,5.1,10.3,-50,D,569.0,823.9,-31,D
DISTRICT,ASSAM,29,SONITPUR,0.0,11.2,-99,LD,780.1,824.4,-5,N
DISTRICT,ASSAM,31,SRIBHUMI,0.7,17.8,-96,LD,1227.1,1520.0,-19,N
DISTRICT,ASSAM,32,TAMULPUR,0.0,7.3,-100,NR,897.8,983.8,-9,N
DISTRICT,ASSAM,33,TINSUKIA,0.3,11.6,-97,LD,980.4,986.8,-1,N
DISTRICT,ASSAM,34,UDALGURI,0.0,14.5,-100,NR,442.7,1028.7,-57,D
DISTRICT,ASSAM,35,WEST KARBI ANGLONG,0.0,5.8,-100,NR,374.2,481.9,-22,D
STATE,MEGHALAYA,,,5.7,22.5,-75,LD,795.3,1907.2,-58,D
DISTRICT,MEGHALAYA,1,EAST GARO HILLS,17.4,22.2,-22,D,551.4,1315.8,-58,D
DISTRICT,MEGHALAYA,2,EAST JAINTIA HILLS,4.9,33.1,-85,LD,1179.0,3240.9,-64,LD
DISTRICT,MEGHALAYA,3,EAST KHASI HILLS,11.8,40.7,-71,LD,1594.1,3225.4,-51,D
DISTRICT,MEGHALAYA,4,NORTH GARO HILLS,1.1,17.8,-94,LD,407.0,1261.9,-68,LD
DISTRICT,MEGHALAYA,5,RI BHOI,5.6,18.2,-69,LD,492.2,1003.7,-51,D
DISTRICT,MEGHALAYA,6,SOUTH GARO HILLS,1.0,17.8,-95,LD,712.6,1261.9,-44,D
DISTRICT,MEGHALAYA,7,SOUTH WEST GARO HILLS,0.1,17.8,-99,LD,492.7,1261.9,-61,LD
DISTRICT,MEGHALAYA,8,SOUTH WEST KHASI HILLS,19.7,17.8,10,N,2207.2,1261.9,75,LE
DISTRICT,MEGHALAYA,9,WEST GARO HILLS,1.2,12.8,-91,LD,388.3,1288.8,-70,LD
DISTRICT,MEGHALAYA,10,WEST JAINTIA HILLS,1.4,33.1,-96,LD,685.9,3240.9,-79,LD
DISTRICT,MEGHALAYA,11,WEST KHASI HILLS,3.9,18.9,-79,LD,551.1,1901.4,-71,LD
STATE,NMMT,,,5.7,11.5,-50,D,693.2,870.2,-20,D
STATE,MIZORAM,,,14.7,14.7,0,N,824.3,1050.7,-22,D
DISTRICT,MIZORAM,1,AIZAWL,13.4,12.1,11,N,837.2,1018.3,-18,N
DISTRICT,MIZORAM,2,CHAMPHAI,2.5,13.7,-82,LD,741.0,852.8,-13,N
