record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
DISTRICT,ASSAM,2,BAKSA,0.3,18.8,-99,LD,716.4,919.3,-22,D
DISTRICT,ASSAM,3,BARPETA,0.0,16.7,-100,NR,799.0,1266.2,-37,D
DISTRICT,ASSAM,6,CACHAR,5.9,14.8,-60,LD,877.9,947.8,-7,N
DISTRICT,ASSAM,7,CHARAIDEO,0.0,2.8,-100,NR,683.0,489.7,39,E
DISTRICT,ASSAM,9,DARRANG,6.3,10.1,-37,D,385.6,745.8,-48,D
DISTRICT,ASSAM,10,DHEMAJI,0.0,25.2,-100,NR,1269.7,1114.4,14,N
DISTRICT,ASSAM,11,DHUBRI,0.0,19.2,-100,NR,816.9,1226.8,-33,D
DISTRICT,ASSAM,12,DIBRUGARH,8.5,13.5,-37,D,690.5,779.9,-11,N
DISTRICT,ASSAM,13,DIMA HASAO,1.5,8.1,-81,LD,211.3,593.4,-64,LD
DISTRICT,ASSAM,14,GOALPARA,0.0,15.4,-100,NR,467.8,1145.8,-59,D
DISTRICT,ASSAM,15,GOLAGHAT,19.3,9.5,103,LE,421.2,529.0,-20,D
DISTRICT,ASSAM,16,HAILAKANDI,20.9,12.1,72,LE,655.2,801.6,-18,N
DISTRICT,ASSAM,17,HOJAI,3.6,5.8,-38,D,209.7,363.9,-42,D
DISTRICT,ASSAM,18,JORHAT,0.3,11.4,-97,LD,442.9,624.8,-29,D
DISTRICT,ASSAM,19,KAMRUP METROPOLITAN,2.3,5.9,-62,LD,445.5,581.5,-23,D
DISTRICT,ASSAM,20,KAMRUP RURAL,10.5,10.4,1,N,241.3,721.3,-67,LD
DISTRICT,ASSAM,21,KARBI ANGLONG,4.7,6.5,-28,D,265.4,402.9,-34,D
DISTRICT,ASSAM,22,KOKRAJHAR,0.0,24.9,-100,NR,1446.1,1511.7,-4,N
DISTRICT,ASSAM,23,LAKHIMPUR,3.6,22.4,-84,LD,1189.9,1067.2,11,N
DISTRICT,ASSAM,25,MORIGAON,11.1,17.3,-36,D,309.5,570.0,-46,D
DISTRICT,ASSAM,26,NAGAON,21.9,8.5,158,LE,208.2,519.4,-60,LD
DISTRICT,ASSAM,27,NALBARI,1.3,13.4,-90,LD,355.2,912.5,-61,LD
DISTRICT,ASSAM,28,SIBSAGAR,10.4,11.6,-10,N,410.2,613.3,-33,D
DISTRICT,ASSAM,29,SONITPUR,0.7,11.3,-94,LD,512.8,621.4,-17,N
DISTRICT,ASSAM,31,SRIBHUMI,11.4,17.8,-36,D,996.6,1179.8,-16,N
DISTRICT,ASSAM,32,TAMULPUR,9.7,18.3,-47,D,726.8,822.3,-12,N
DISTRICT,ASSAM,33,TINSUKIA,0.0,13.9,-100,NR,757.5,755.6,0,N
DISTRICT,ASSAM,34,UDALGURI,0.0,7.9,-100,NR,326.6,825.9,-60,LD
DISTRICT,ASSAM,35,WEST KARBI ANGLONG,62.2,7.3,752,LE,273.4,351.3,-22,D
STATE,MEGHALAYA,,,2.1,27.5,-92,LD,663.1,1493.7,-56,D
DISTRICT,MEGHALAYA,1,EAST GARO HILLS,0.0,20.1,-99,LD,441.7,1026.2,-57,D
DISTRICT,MEGHALAYA,2,EAST JAINTIA HILLS,0.8,46.0,-98,LD,890.3,2545.5,-65,LD
DISTRICT,MEGHALAYA,3,EAST KHASI HILLS,0.9,46.3,-98,LD,1357.9,2570.7,-47,D
DISTRICT,MEGHALAYA,4,NORTH GARO HILLS,0.4,12.8,-97,LD,368.7,989.4,-63,LD
DISTRICT,MEGHALAYA,5,RI BHOI,1.7,16.7,-90,LD,424.8,746.1,-43,D
DISTRICT,MEGHALAYA,6,SOUTH GARO HILLS,0.2,12.8,-98,LD,510.0,989.4,-48,D
DISTRICT,MEGHALAYA,7,SOUTH WEST GARO HILLS,0.0,12.8,-100,NR,485.4,989.4,-51,D
DISTRICT,MEGHALAYA,8,SOUTH WEST KHASI HILLS,0.6,12.8,-95,LD,1865.5,989.4,89,LE
DISTRICT,MEGHALAYA,9,WEST GARO HILLS,0.3,19.9,-99,LD,334.4,988.8,-66,LD
DISTRICT,MEGHALAYA,10,WEST JAINTIA HILLS,0.5,46.0,-99,LD,595.3,2545.5,-77,LD
DISTRICT,MEGHALAYA,11,WEST KHASI HILLS,7.5,31.2,-76,LD,470.9,1493.2,-68,LD
STATE,NMMT,,,3.4,11.9,-71,LD,509.2,648.5,-21,D
STATE,MIZORAM,,,6.0,14.4,-59,D,603.3,775.5,-22,D
DISTRICT,MIZORAM,1,AIZAWL,9.5,12.6,-25,D,619.1,739.0,-16,N
DISTRICT,MIZORAM,2,CHAMPHAI,0.0,14.2,-100,NR,498.4,618.7,-19,N
DISTRICT,MIZORAM,3,KOLASIB,4.6,18.4,-75,LD,599.8,796.2,-25,D
DISTRICT,MIZORAM,4,LAWNGTLAI,8.0,18.0,-56,D,746.9,871.0,-14,N
DISTRICT,MIZORAM,5,LUNGLEI,2.8,15.1,-82,LD,671.8,850.1,-21,D
DISTRICT,MIZORAM,6,MAMIT,0.4,10.3,-96,LD,399.3,716.3,-44,D
DISTRICT,MIZORAM,7,SAIHA,30.5,14.7,107,LE,578.9,885.4,-35,D
DISTRICT,MIZORAM,8,SERCHHIP,5.6,14.9,-62,LD,775.2,764.5,1,N
STATE,MANIPUR,,,1.1,11.9,-91,LD,322.3,537.7,-40,D
DISTRICT,MANIPUR,1,BISHNUPUR,0.0,15.6,-100,NR,263.2,595.8,-56,D
DISTRICT,MANIPUR,2,CHANDEL,0.0,15.6,-100,NR,320.2,595.8,-46,D
DISTRICT,MANIPUR,4,IMPHAL EAST,0.0,4.7,-100,NR,341.5,392.7,-13,N
DISTRICT,MANIPUR,5,IMPHAL WEST,1.1,15.9,-93,LD,423.0,876.3,-52,D
DISTRICT,MANIPUR,6,SENAPATI,0.0,9.3,-100,NR,418.4,371.2,13,N
DISTRICT,MANIPUR,7,TAMENGLONG,0.0,26.7,-100,NR,1117.5,2431.2,-54,D
DISTRICT,MANIPUR,8,THOUBAL,0.0,4.7,-100,NR,158.1,392.7,-60,LD
DISTRICT,MANIPUR,9,UKHRUL,3.2,5.7,-44,D,477.3,569.6,-16,N
STATE,TRIPURA,,,2.1,9.8,-79,LD,679.6,741.2,-8,N
DISTRICT,TRIPURA,1,DHALAI,2.9,5.3,-45,D,715.4,684.2,5,N
DISTRICT,TRIPURA,2,GOMATI,0.1,10.4,-99,LD,592.8,761.5,-22,D
DISTRICT,TRIPURA,3,KHOWAI,0.0,10.5,-99,LD,746.6,701.0,7,N
DISTRICT,TRIPURA,4,NORTH TRIPURA,8.2,11.2,-26,D,635.9,694.6,-8,N
DISTRICT,TRIPURA,5,SIPAHIJALA,0.0,11.2,-100,NR,608.5,722.6,-16,N
DISTRICT,TRIPURA,6,SOUTH TRIPURA,0.2,13.6,-99,LD,678.2,947.3,-28,D
DISTRICT,TRIPURA,7,UNAKOTI,4.5,11.2,-60,LD,807.0,743.4,9,N
DISTRICT,TRIPURA,8,WEST TRIPURA,0.0,9.0,-100,NR,725.1,652.2,11,N
STATE,NAGALAND,,,2.8,9.7,-71,LD,479.1,515.2,-7,N
DISTRICT,NAGALAND,1,DIMAPUR,2.3,11.9,-80,LD,243.2,384.7,-37,D
DISTRICT,NAGALAND,2,KIPHIRE,0.0,6.8,-100,NR,353.6,299.8,18,N
DISTRICT,NAGALAND,3,KOHIMA,0.5,10.9,-95,LD,533.6,568.4,-6,N
DISTRICT,NAGALAND,5,MOKOKCHUNG,16.1,14.3,13,N,802.3,689.3,16,N
DISTRICT,NAGALAND,6,MON,2.1,8.0,-74,LD,260.7,584.8,-55,D
DISTRICT,NAGALAND,7,PEREN,3.5,9.9,-65,LD,345.0,426.0,-19,N
DISTRICT,NAGALAND,8,PHEK,0.0,9.5,-100,NR,257.6,417.4,-38,D
DISTRICT,NAGALAND,10,WOKHA,0.6,10.6,-94,LD,508.1,608.8,-17,N
STATE,SHWB & SIKKIM,,,0.4,18.0,-98,LD,984.8,961.7,2,N
STATE,WEST BENGAL,,,3.0,13.0,-77,LD,656.6,640.6,2,N
DISTRICT,WEST BENGAL,1,ALIPURDUAR,0.3,27.6,-99,LD,1666.8,1643.2,1,N
DISTRICT,WEST BENGAL,2,COOCH BEHAR,0.7,23.2,-97,LD,1253.0,1237.8,1,N
DISTRICT,WEST BENGAL,3,DARJEELING,0.0,26.5,-100,NR,1339.3,1409.8,-5,N
DISTRICT,WEST BENGAL,4,JALPAIGURI,0.1,30.3,-99,LD,1337.0,1547.7,-14,N
DISTRICT,WEST BENGAL,5,KALIMPONG,1.6,28.3,-94,LD,1093.6,1225.8,-11,N
DISTRICT,WEST BENGAL,6,MALDA,0.0,7.6,-100,NR,485.9,526.9,-8,N
DISTRICT,WEST BENGAL,7,NORTH DINAJPUR,0.0,12.5,-100,NR,550.6,729.3,-25,D
DISTRICT,WEST BENGAL,8,SOUTH DINAJPUR,0.0,13.4,-100,NR,549.2,544.3,1,N
STATE,SIKKIM,,,0.8,15.5,-95,LD,888.0,840.0,6,N
DISTRICT,SIKKIM,1,GANGTOK,0.4,17.5,-98,LD,1063.0,1116.3,-5,N
DISTRICT,SIKKIM,2,GYALSHING,0.0,18.6,-100,NR,1177.0,880.0,34,E
DISTRICT,SIKKIM,3,MANGAN,1.3,14.1,-91,LD,745.7,777.7,-4,N
DISTRICT,SIKKIM,4,NAMCHI,0.0,16.3,-100,NR,1075.1,828.9,30,E
DISTRICT,SIKKIM,5,Pakyong,0.0,14.7,-100,NR,948.9,800.7,19,N
DISTRICT,SIKKIM,6,Soreng,0.0,18.6,-100,NR,1158.5,880.0,32,E
STATE,GANGETIC WEST BENGAL,,,4.0,11.3,-65,LD,538.0,536.8,0,N
DISTRICT,GANGETIC WEST BENGAL,1,BANKURA,4.8,13.2,-63,LD,526.7,537.5,-2,N
DISTRICT,GANGETIC WEST BENGAL,2,BIRBHUM,0.7,8.7,-92,LD,350.4,530.9,-34,D
DISTRICT,GANGETIC WEST BENGAL,3,EAST MIDNAPORE,4.4,11.5,-61,LD,721.0,553.6,30,E
DISTRICT,GANGETIC WEST BENGAL,4,HOOGHLY,2.6,9.5,-73,LD,498.6,494.1,1,N
DISTRICT,GANGETIC WEST BENGAL,5,HOWRAH,6.7,8.2,-19,N,638.4,521.7,22,E
DISTRICT,GANGETIC WEST BENGAL,6,JHARGRAM,7.6,11.7,-35,D,437.0,526.7,-17,N
DISTRICT,GANGETIC WEST BENGAL,7,KOLKATA,9.6,11.0,-13,N,677.2,600.1,13,N
DISTRICT,GANGETIC WEST BENGAL,8,MURSHIDABAD,0.0,9.0,-100,NR,344.5,483.3,-29,D
DISTRICT,GANGETIC WEST BENGAL,9,NADIA,2.6,8.1,-68,LD,378.8,468.5,-19,N
DISTRICT,GANGETIC WEST BENGAL,10,NORTH 24 PARGANAS,2.0,9.5,-79,LD,712.3,544.5,31,E
DISTRICT,GANGETIC WEST BENGAL,11,PASCHIM BARDHAMAN,0.0,13.1,-100,NR,439.6,502.1,-12,N
DISTRICT,GANGETIC WEST BENGAL,12,PURBA BARDHAMAN,5.8,11.4,-49,D,483.9,477.5,1,N
DISTRICT,GANGETIC WEST BENGAL,13,PURULIA,3.7,11.8,-68,LD,324.4,500.0,-35,D
DISTRICT,GANGETIC WEST BENGAL,14,SOUTH 24 PARGANAS,6.1,13.9,-56,D,722.5,664.8,9,N
DISTRICT,GANGETIC WEST BENGAL,15,WEST MIDNAPORE,5.0,11.7,-57,D,745.1,526.7,41,E
STATE,ODISHA,,,30.6,12.2,151,LE,578.2,489.0,18,N
DISTRICT,ODISHA,1,ANGUL,72.0,10.7,573,LE,655.2,477.9,37,E
DISTRICT,ODISHA,2,BALANGIR,50.1,10.2,391,LE,677.5,473.5,43,E
DISTRICT,ODISHA,3,BALASORE,32.1,12.0,168,LE,591.7,507.5,17,N
DISTRICT,ODISHA,4,BARGARH,69.7,10.9,539,LE,859.0,513.6,67,LE
DISTRICT,ODISHA,5,BHADRAK,41.6,14.1,195,LE,602.4,447.4,35,E
DISTRICT,ODISHA,6,BOUDH,75.0,8.1,826,LE,989.0,430.0,130,LE
DISTRICT,ODISHA,7,CUTTACK,39.4,12.6,212,LE,748.8,467.0,60,LE
DISTRICT,ODISHA,8,DEOGARH,44.5,10.7,316,LE,489.6,502.9,-3,N
DISTRICT,ODISHA,9,DHENKANAL,16.5,11.3,46,E,793.5,469.4,69,LE
DISTRICT,ODISHA,10,GAJAPATI,2.2,7.7,-71,LD,274.2,386.2,-29,D
DISTRICT,ODISHA,11,GANJAM,4.5,9.4,-52,D,337.2,365.1,-8,N
DISTRICT,ODISHA,12,JAGATSINGHPUR,103.5,14.8,599,LE,733.3,399.2,84,LE
DISTRICT,ODISHA,13,JAJPUR,44.9,16.4,174,LE,656.4,508.6,29,E
DISTRICT,ODISHA,14,JHARSUGUDA,14.8,11.1,33,E,551.6,511.3,8,N
DISTRICT,ODISHA,15,KALAHANDI,18.7,15.0,25,E,442.1,600.1,-26,D
DISTRICT,ODISHA,16,KANDHAMAL,41.6,11.8,253,LE,727.9,465.8,56,E
DISTRICT,ODISHA,17,KENDRAPARA,71.1,15.0,374,LE,751.0,429.3,75,LE
DISTRICT,ODISHA,18,KEONJHARGARH,15.3,14.9,2,N,652.1,498.5,31,E
DISTRICT,ODISHA,19,KHURDA,48.3,11.6,317,LE,598.1,447.4,34,E
DISTRICT,ODISHA,20,KORAPUT,0.2,12.8,-98,LD,461.4,508.3,-9,N
DISTRICT,ODISHA,21,MALKANGIRI,10.4,13.6,-23,D,351.8,523.2,-33,D
DISTRICT,ODISHA,22,MAYURBHANJ,11.8,14.8,-20,D,513.5,532.7,-4,N
DISTRICT,ODISHA,23,NAWAPARA,3.6,8.5,-58,D,456.3,455.0,0,N
DISTRICT,ODISHA,24,NAWARANGPUR,2.2,14.9,-85,LD,347.1,590.6,-41,D
DISTRICT,ODISHA,25,NAYAGARH,26.0,11.5,126,LE,641.7,472.3,36,E
DISTRICT,ODISHA,26,PURI,72.1,11.0,555,LE,677.8,390.1,74,LE
DISTRICT,ODISHA,27,RAYAGADA,4.6,9.8,-53,D,330.4,431.2,-23,D
DISTRICT,ODISHA,28,SAMBALPUR,77.8,12.6,517,LE,695.2,542.5,28,E
DISTRICT,ODISHA,29,SONEPUR,84.4,8.4,904,LE,1016.1,497.0,104,LE
DISTRICT,ODISHA,30,SUNDARGARH,9.0,14.2,-37,D,544.1,534.0,2,N
STATE,JHARKHAND,,,1.6,11.6,-86,LD,302.1,455.9,-34,D
DISTRICT,JHARKHAND,1,BOKARO,0.1,9.5,-99,LD,274.2,400.1,-31,D
DISTRICT,JHARKHAND,2,CHATRA,0.0,10.9,-100,NR,232.8,411.1,-43,D
DISTRICT,JHARKHAND,3,DEOGHAR,0.0,7.1,-100,NR,177.1,445.3,-60,LD
DISTRICT,JHARKHAND,4,DHANBAD,2.8,13.6,-79,LD,353.1,467.6,-24,D
DISTRICT,JHARKHAND,5,DUMKA,0.0,8.0,-100,NR,434.1,474.6,-9,N
DISTRICT,JHARKHAND,6,EAST SINGHBHUM,8.6,11.9,-28,D,328.8,485.1,-32,D
DISTRICT,JHARKHAND,7,GARHWA,0.0,7.9,-100,NR,173.0,389.1,-56,D
DISTRICT,JHARKHAND,8,GIRIDIH,0.0,9.9,-100,NR,221.8,444.5,-50,D
DISTRICT,JHARKHAND,9,GODDA,0.0,9.3,-100,NR,209.7,416.0,-50,D
DISTRICT,JHARKHAND,10,GUMLA,1.9,15.3,-88,LD,326.7,483.1,-32,D
DISTRICT,JHARKHAND,11,HAZARIBAG,0.0,13.6,-100,NR,294.3,470.4,-37,D
DISTRICT,JHARKHAND,12,JAMTARA,0.0,10.1,-100,NR,358.6,489.2,-27,D
DISTRICT,JHARKHAND,13,KHUNTI,0.0,13.4,-100,NR,379.6,491.2,-23,D
DISTRICT,JHARKHAND,14,KODERMA,0.0,7.5,-100,NR,182.6,396.0,-54,D
DISTRICT,JHARKHAND,15,LATEHAR,3.3,10.2,-67,LD,318.3,456.3,-30,D
DISTRICT,JHARKHAND,16,LOHARDAGA,0.0,11.9,-100,NR,296.5,454.0,-35,D
DISTRICT,JHARKHAND,17,PAKUR,0.0,7.9,-100,NR,198.1,541.9,-63,LD
DISTRICT,JHARKHAND,18,PALAMU,0.0,8.6,-100,NR,184.0,348.6,-47,D
DISTRICT,JHARKHAND,19,RAMGARH,0.0,14.0,-100,NR,292.2,464.3,-37,D
DISTRICT,JHARKHAND,20,RANCHI,0.1,13.4,-99,LD,336.5,470.4,-28,D
DISTRICT,JHARKHAND,23,SIMDEGA,4.4,18.9,-77,LD,527.8,597.9,-12,N
DISTRICT,JHARKHAND,24,WEST SINGHBHUM,5.6,12.3,-54,D,363.2,440.8,-18,N
STATE,BIHAR,,,0.0,9.4,-99,LD,276.5,451.7,-39,D
DISTRICT,BIHAR,1,ARARIA,0.0,15.5,-100,NR,516.7,679.6,-24,D
DISTRICT,BIHAR,2,ARWAL,0.0,6.2,-100,NR,143.2,302.6,-53,D
DISTRICT,BIHAR,3,AURANGABAD,0.0,8.0,-100,NR,216.9,373.8,-42,D
DISTRICT,BIHAR,4,BANKA,0.0,7.0,-100,NR,160.2,385.6,-58,D
DISTRICT,BIHAR,5,BEGUSARAI,0.0,8.3,-100,NR,295.9,433.4,-32,D
DISTRICT,BIHAR,6,BHABUA,0.0,8.3,-100,NR,154.2,347.4,-56,D
DISTRICT,BIHAR,7,BHAGALPUR,0.0,8.9,-100,NR,185.8,442.6,-58,D
DISTRICT,BIHAR,8,BHOJPUR,0.0,7.0,-100,NR,197.2,375.5,-47,D
DISTRICT,BIHAR,9,BUXAR,0.0,7.5,-100,NR,286.7,337.7,-15,N
DISTRICT,BIHAR,10,DARBHANGA,0.0,8.0,-100,NR,209.0,405.9,-48,D
DISTRICT,BIHAR,11,EAST CHAMPARAN,0.0,11.6,-100,NR,303.7,482.4,-37,D
DISTRICT,BIHAR,12,GAYA,0.0,8.5,-100,NR,192.1,370.8,-48,D
DISTRICT,BIHAR,13,GOPALGANJ,0.0,8.1,-100,NR,332.9,433.3,-23,D
DISTRICT,BIHAR,14,JAHANABAD,0.6,6.8,-91,LD,133.9,369.5,-64,LD
DISTRICT,BIHAR,15,JAMUI,0.0,8.7,-100,NR,192.9,422.3,-54,D
DISTRICT,BIHAR,16,KATIHAR,0.0,9.2,-100,NR,315.2,516.5,-39,D
DISTRICT,BIHAR,17,KHAGARIA,0.0,6.5,-100,NR,347.3,445.3,-22,D
DISTRICT,BIHAR,18,KISHANGANJ,0.0,17.4,-100,NR,714.7,871.4,-18,N
DISTRICT,BIHAR,19,LAKHISARAI,0.0,7.0,-100,NR,363.0,391.0,-7,N
DISTRICT,BIHAR,20,MADHEPURA,0.0,7.5,-100,NR,299.8,481.9,-38,D
DISTRICT,BIHAR,21,MADHUBANI,0.0,12.4,-100,NR,310.5,464.4,-33,D
DISTRICT,BIHAR,22,MUNGER,0.0,10.5,-100,NR,274.8,455.1,-40,D
DISTRICT,BIHAR,23,MUZAFFARPUR,0.0,7.5,-100,NR,219.0,438.2,-50,D
DISTRICT,BIHAR,24,NALANDA,0.0,8.2,-100,NR,201.0,376.0,-47,D
DISTRICT,BIHAR,25,NAWADA,0.0,5.0,-100,NR,210.3,365.3,-42,D
DISTRICT,BIHAR,26,PATNA,0.1,7.6,-99,LD,210.8,396.9,-47,D
DISTRICT,BIHAR,27,PURNEA,0.0,10.8,-100,NR,400.3,691.1,-42,D
DISTRICT,BIHAR,28,ROHTAS,0.0,8.9,-100,NR,189.5,356.3,-47,D
DISTRICT,BIHAR,29,SAHARSA,0.0,11.8,-100,NR,230.5,512.9,-55,D
DISTRICT,BIHAR,30,SAMASTIPUR,0.0,5.2,-100,NR,214.9,417.9,-49,D
DISTRICT,BIHAR,31,SARAN,0.0,9.2,-100,NR,228.5,396.7,-42,D
DISTRICT,BIHAR,32,SHEIKHPURA,0.5,7.9,-94,LD,222.0,377.8,-41,D
DISTRICT,BIHAR,33,SHEOHAR,0.0,9.5,-100,NR,251.2,490.1,-49,D
DISTRICT,BIHAR,34,SITAMARHI,0.0,15.1,-100,NR,198.4,497.5,-60,LD
DISTRICT,BIHAR,35,SIWAN,0.0,9.1,-100,NR,410.1,394.4,4,N
DISTRICT,BIHAR,36,SUPAUL,0.0,10.7,-100,NR,458.3,538.4,-15,N
DISTRICT,BIHAR,37,VAISHALI,0.0,7.8,-99,LD,270.1,406.0,-33,D
DISTRICT,BIHAR,38,WEST CHAMPARAN,0.0,13.1,-100,NR,416.0,565.1,-26,D
STATE,UTTAR PRADESH,,,1.7,9.1,-82,LD,243.6,313.2,-22,D
STATE,WEST UTTAR PRADESH,,,1.7,10.1,-83,LD,247.4,275.7,-10,N
DISTRICT,WEST UTTAR PRADESH,1,AGRA,0.0,8.8,-100,NR,209.2,208.2,0,N
DISTRICT,WEST UTTAR PRADESH,2,ALIGARH,0.0,9.4,-100,NR,128.9,231.2,-44,D
DISTRICT,WEST UTTAR PRADESH,3,AMROHA,4.0,14.4,-72,LD,128.0,352.7,-64,LD
DISTRICT,WEST UTTAR PRADESH,4,AURAIYA,0.0,8.9,-100,NR,238.7,200.8,19,N
DISTRICT,WEST UTTAR PRADESH,5,BADAUN,0.0,6.8,-100,NR,311.0,276.8,12,N
DISTRICT,WEST UTTAR PRADESH,6,BAGHPAT,0.7,5.3,-87,LD,225.7,206.0,10,N
DISTRICT,WEST UTTAR PRADESH,7,BAREILLY,0.0,12.9,-100,NR,287.0,337.5,-15,N
DISTRICT,WEST UTTAR PRADESH,8,BIJNOR,1.2,19.0,-93,LD,341.5,389.3,-12,N
DISTRICT,WEST UTTAR PRADESH,9,BULANDSHAHAR,6.9,6.7,3,N,213.0,220.0,-3,N
DISTRICT,WEST UTTAR PRADESH,10,ETAH,23.0,8.9,158,LE,308.1,193.0,60,LE
DISTRICT,WEST UTTAR PRADESH,11,ETAWAH,0.0,9.0,-100,NR,223.1,211.2,6,N
DISTRICT,WEST UTTAR PRADESH,12,FIROZABAD,0.1,4.7,-99,LD,300.9,226.0,33,E
DISTRICT,WEST UTTAR PRADESH,13,GAUTAM BUDDHA NAGAR,0.0,4.3,-100,NR,209.8,185.1,13,N
DISTRICT,WEST UTTAR PRADESH,14,GHAZIABAD,1.0,4.3,-77,LD,70.5,186.0,-62,LD
DISTRICT,WEST UTTAR PRADESH,15,HAMIRPUR,3.2,11.6,-72,LD,307.8,272.2,13,N
DISTRICT,WEST UTTAR PRADESH,16,HAPUR,0.0,8.8,-100,NR,178.5,265.8,-33,D
DISTRICT,WEST UTTAR PRADESH,17,HATHRAS,0.0,8.3,-100,NR,272.7,219.1,24,E
DISTRICT,WEST UTTAR PRADESH,18,JALAUN,0.0,11.1,-100,NR,166.9,245.1,-32,D
DISTRICT,WEST UTTAR PRADESH,19,JHANSI,0.0,10.4,-100,NR,140.6,295.8,-52,D
DISTRICT,WEST UTTAR PRADESH,20,KASGANJ,1.3,10.7,-88,LD,199.7,255.3,-22,D
DISTRICT,WEST UTTAR PRADESH,21,LALITPUR,0.0,11.3,-100,NR,313.6,332.0,-6,N
DISTRICT,WEST UTTAR PRADESH,22,MAHOBA,0.3,9.8,-97,LD,148.8,224.0,-34,D
DISTRICT,WEST UTTAR PRADESH,23,MAINPURI,1.4,13.0,-89,LD,112.6,262.8,-57,D
DISTRICT,WEST UTTAR PRADESH,24,MATHURA,0.0,6.6,-100,NR,145.0,202.0,-28,D
DISTRICT,WEST UTTAR PRADESH,25,MEERUT,9.2,12.5,-26,D,501.4,261.3,92,LE
DISTRICT,WEST UTTAR PRADESH,26,MORADABAD,2.6,12.7,-80,LD,266.5,363.6,-27,D
DISTRICT,WEST UTTAR PRADESH,27,MUZAFFARNAGAR,0.0,10.8,-100,NR,515.4,275.5,87,LE
DISTRICT,WEST UTTAR PRADESH,28,PILIBHIT,0.0,12.6,-100,NR,102.5,378.9,-73,LD
DISTRICT,WEST UTTAR PRADESH,29,RAMPUR,2.4,9.0,-73,LD,225.2,281.2,-20,D
DISTRICT,WEST UTTAR PRADESH,30,SAHARANPUR,0.0,7.1,-100,NR,228.4,328.0,-30,D
DISTRICT,WEST UTTAR PRADESH,31,SAMBHAL,0.8,8.5,-90,LD,442.2,277.2,60,LE
DISTRICT,WEST UTTAR PRADESH,32,SHAHJAHANPUR,0.8,10.2,-92,LD,300.5,337.8,-11,N
DISTRICT,WEST UTTAR PRADESH,33,SHAMLI,2.7,7.4,-64,LD,82.4,232.2,-64,LD
STATE,EAST UTTAR PRADESH,,,1.6,8.3,-80,LD,241.0,340.0,-29,D
DISTRICT,EAST UTTAR PRADESH,1,AMBEDKAR NAGAR,0.0,9.8,-100,NR,248.8,373.2,-33,D
DISTRICT,EAST UTTAR PRADESH,2,AMETHI,0.7,8.2,-91,LD,115.9,280.0,-59,D
DISTRICT,EAST UTTAR PRADESH,3,AYODHYA,0.0,7.1,-100,NR,262.5,365.8,-28,D
DISTRICT,EAST UTTAR PRADESH,4,AZAMGARH,0.0,6.9,-100,NR,237.3,362.1,-34,D
