record_type,state,district_no,district,daily_actual,daily_normal,daily_departure,daily_category,season_actual,season_normal,season_departure,season_category
STATE,ANDAMAN & NICOBAR ISLANDS,,,11.1,14.1,-21,D,860.1,844.0,2,N
DISTRICT,ANDAMAN & NICOBAR ISLANDS,1,NICOBAR,24.8,8.4,195,LE,276.0,571.7,-52,D
DISTRICT,ANDAMAN & NICOBAR ISLANDS,2,NORTH & MIDDLE ANDAMAN,2.0,18.5,-89,LD,1348.4,987.9,36,E
DISTRICT,ANDAMAN & NICOBAR ISLANDS,3,SOUTH ANDAMAN,12.6,12.9,-2,N,688.2,855.2,-20,D
STATE,ARUNACHAL PRADESH,,,13.8,10.3,34,E,640.5,1015.8,-37,D
DISTRICT,ARUNACHAL PRADESH,1,ANJAW,2.4,14.5,-83,LD,117.3,989.4,-88,LD
DISTRICT,ARUNACHAL PRADESH,2,CHANGLANG,0.9,7.5,-88,LD,676.9,804.9,-16,N
DISTRICT,ARUNACHAL PRADESH,4,EAST KAMENG,9.5,3.8,149,LE,923.0,729.0,27,E
DISTRICT,ARUNACHAL PRADESH,5,EAST SIANG,60.1,26.8,124,LE,1652.9,1964.0,-16,N
DISTRICT,ARUNACHAL PRADESH,6,KURUNG KUMEY,0.2,9.2,-98,LD,337.6,698.2,-52,D
DISTRICT,ARUNACHAL PRADESH,7,LOHIT,5.3,12.3,-57,D,635.2,959.4,-34,D
DISTRICT,ARUNACHAL PRADESH,9,LOWER SUBANSIRI,2.3,10.2,-77,LD,234.8,425.4,-45,D
DISTRICT,ARUNACHAL PRADESH,10,PAPUMPARA,27.2,12.4,119,LE,1139.8,1365.8,-17,N
DISTRICT,ARUNACHAL PRADESH,11,TAWANG,0.0,8.4,-100,NR,181.2,569.7,-68,LD
DISTRICT,ARUNACHAL PRADESH,12,TIRAP,46.0,11.5,300,LE,1370.2,1209.0,13,N
DISTRICT,ARUNACHAL PRADESH,13,UPPER SIANG,2.2,4.7,-53,D,800.3,1025.5,-22,D
DISTRICT,ARUNACHAL PRADESH,14,UPPER SUBANSIRI,1.2,3.7,-68,LD,264.1,566.8,-53,D
DISTRICT,ARUNACHAL PRADESH,15,WEST KAMENG,2.9,10.4,-72,LD,276.6,1006.3,-73,LD
DISTRICT,ARUNACHAL PRADESH,16,WEST SIANG,26.9,13.8,95,LE,461.7,1219.5,-62,LD
STATE,ASSAM & MEGHALAYA,,,10.4,11.7,-11,N,672.8,1075.8,-37,D
STATE,ASSAM,,,11.3,9.8,15,N,660.2,891.7,-26,D
DISTRICT,ASSAM,1,BAJALI,0.0,9.1,-100,NR,804.0,1369.2,-41,D
DISTRICT,ASSAM,2,BAKSA,6.9,5.8,19,N,835.6,1001.7,-17,N
DISTRICT,ASSAM,3,BARPETA,1.2,9.1,-87,LD,972.3,1369.2,-29,D
DISTRICT,ASSAM,5,BONGAIGAON,0.2,10.1,-98,LD,688.6,1530.2,-55,D
DISTRICT,ASSAM,6,CACHAR,6.9,16.7,-58,D,1012.8,1071.3,-5,N
DISTRICT,ASSAM,7,CHARAIDEO,5.5,8.6,-36,D,819.0,556.7,47,E
DISTRICT,ASSAM,8,CHIRANG,10.2,12.5,-18,N,856.6,1490.3,-43,D
DISTRICT,ASSAM,9,DARRANG,3.8,7.7,-51,D,402.7,807.5,-50,D
DISTRICT,ASSAM,10,DHEMAJI,41.8,6.7,524,LE,1449.1,1220.5,19,N
DISTRICT,ASSAM,11,DHUBRI,33.2,9.2,261,LE,884.9,1338.5,-34,D
DISTRICT,ASSAM,12,DIBRUGARH,27.0,8.6,214,LE,790.9,868.1,-9,N
DISTRICT,ASSAM,13,DIMA HASAO,0.0,15.1,-100,NR,267.7,661.4,-60,LD
DISTRICT,ASSAM,14,GOALPARA,10.1,10.4,-3,N,546.4,1263.9,-57,D
DISTRICT,ASSAM,15,GOLAGHAT,5.1,6.2,-18,N,486.0,594.7,-18,N
DISTRICT,ASSAM,16,HAILAKANDI,0.3,12.8,-98,LD,704.0,900.8,-22,D
DISTRICT,ASSAM,17,HOJAI,0.0,14.3,-100,NR,237.6,425.9,-44,D
DISTRICT,ASSAM,18,JORHAT,6.2,7.9,-22,D,515.0,707.9,-27,D
DISTRICT,ASSAM,19,KAMRUP METROPOLITAN,2.7,6.7,-60,LD,486.2,648.2,-25,D
DISTRICT,ASSAM,20,KAMRUP RURAL,0.0,12.9,-100,NR,278.2,800.7,-65,LD
DISTRICT,ASSAM,21,KARBI ANGLONG,0.0,7.1,-100,NR,284.5,463.9,-39,D
DISTRICT,ASSAM,22,KOKRAJHAR,36.3,16.6,119,LE,1571.2,1702.2,-8,N
DISTRICT,ASSAM,23,LAKHIMPUR,44.7,10.1,343,LE,1484.5,1192.9,24,E
DISTRICT,ASSAM,25,MORIGAON,0.0,7.5,-100,NR,330.1,644.2,-49,D
DISTRICT,ASSAM,26,NAGAON,0.0,10.2,-100,NR,257.9,593.6,-57,D
DISTRICT,ASSAM,27,NALBARI,0.3,9.5,-97,LD,389.5,1005.1,-61,LD
DISTRICT,ASSAM,28,SIBSAGAR,20.4,11.0,86,LE,482.0,691.3,-30,D
DISTRICT,ASSAM,29,SONITPUR,6.1,6.3,-4,N,608.6,693.1,-12,N
DISTRICT,ASSAM,31,SRIBHUMI,33.2,16.5,101,LE,1096.0,1301.1,-16,N
DISTRICT,ASSAM,32,TAMULPUR,0.2,4.6,-96,LD,858.3,889.5,-4,N
DISTRICT,ASSAM,33,TINSUKIA,30.0,9.6,213,LE,874.0,847.9,3,N
DISTRICT,ASSAM,34,UDALGURI,22.8,7.6,200,LE,362.3,904.9,-60,LD
DISTRICT,ASSAM,35,WEST KARBI ANGLONG,0.0,5.2,-100,NR,362.2,411.5,-12,N
STATE,MEGHALAYA,,,7.7,18.2,-58,D,713.2,1682.8,-58,D
DISTRICT,MEGHALAYA,1,EAST GARO HILLS,5.9,16.2,-63,LD,492.4,1153.1,-57,D
DISTRICT,MEGHALAYA,2,EAST JAINTIA HILLS,15.3,31.0,-51,D,1019.1,2887.6,-65,LD
DISTRICT,MEGHALAYA,3,EAST KHASI HILLS,13.0,40.2,-68,LD,1453.7,2895.1,-50,D
DISTRICT,MEGHALAYA,4,NORTH GARO HILLS,0.1,5.1,-98,LD,388.0,1077.8,-64,LD
DISTRICT,MEGHALAYA,5,RI BHOI,0.2,11.7,-99,LD,445.0,865.5,-49,D
DISTRICT,MEGHALAYA,6,SOUTH GARO HILLS,36.5,5.1,616,LE,583.5,1077.8,-46,D
DISTRICT,MEGHALAYA,7,SOUTH WEST GARO HILLS,0.1,5.1,-99,LD,486.6,1077.8,-55,D
DISTRICT,MEGHALAYA,8,SOUTH WEST KHASI HILLS,9.5,5.1,86,LE,1989.9,1077.8,85,LE
DISTRICT,MEGHALAYA,9,WEST GARO HILLS,5.6,14.6,-62,LD,347.9,1131.2,-69,LD
DISTRICT,MEGHALAYA,10,WEST JAINTIA HILLS,5.2,31.0,-83,LD,638.7,2887.6,-78,LD
DISTRICT,MEGHALAYA,11,WEST KHASI HILLS,0.1,16.2,-99,LD,493.6,1681.9,-71,LD
STATE,NMMT,,,7.0,11.5,-39,D,573.9,741.1,-23,D
STATE,MIZORAM,,,4.9,14.6,-66,LD,670.6,887.7,-24,D
DISTRICT,MIZORAM,1,AIZAWL,1.6,13.1,-87,LD,692.6,852.7,-19,N
DISTRICT,MIZORAM,2,CHAMPHAI,0.3,10.0,-98,LD,601.4,710.8,-15,N
DISTRICT,MIZORAM,3,KOLASIB,18.4,15.1,22,E,710.1,919.2,-23,D
DISTRICT,MIZORAM,4,LAWNGTLAI,5.5,12.1,-55,D,787.9,982.6,-20,D
DISTRICT,MIZORAM,5,LUNGLEI,5.1,18.3,-72,LD,733.9,969.0,-24,D
DISTRICT,MIZORAM,6,MAMIT,1.0,19.3,-95,LD,434.2,837.8,-48,D
DISTRICT,MIZORAM,7,SAIHA,20.9,15.1,38,E,651.0,997.0,-35,D
DISTRICT,MIZORAM,8,SERCHHIP,1.4,10.5,-87,LD,831.8,868.3,-4,N
STATE,MANIPUR,,,0.6,9.8,-94,LD,354.1,612.0,-42,D
DISTRICT,MANIPUR,1,BISHNUPUR,0.0,9.7,-100,NR,299.1,663.8,-55,D
DISTRICT,MANIPUR,2,CHANDEL,0.0,9.7,-100,NR,361.3,663.8,-46,D
DISTRICT,MANIPUR,3,CHURACHANDPUR,1.0,9.7,-90,LD,143.0,663.8,-78,LD
DISTRICT,MANIPUR,4,IMPHAL EAST,0.5,5.6,-91,LD,350.5,437.1,-20,D
DISTRICT,MANIPUR,5,IMPHAL WEST,1.7,10.2,-83,LD,491.8,976.3,-50,D
DISTRICT,MANIPUR,6,SENAPATI,0.0,9.1,-100,NR,438.9,452.0,-3,N
DISTRICT,MANIPUR,7,TAMENGLONG,30.4,19.8,54,E,1206.1,2613.4,-54,D
DISTRICT,MANIPUR,8,THOUBAL,0.0,5.6,-100,NR,167.1,437.1,-62,LD
DISTRICT,MANIPUR,9,UKHRUL,1.2,12.7,-91,LD,512.3,660.3,-22,D
STATE,TRIPURA,,,3.8,12.5,-70,LD,713.2,840.4,-15,N
DISTRICT,TRIPURA,1,DHALAI,0.5,13.8,-97,LD,736.3,788.8,-7,N
DISTRICT,TRIPURA,2,GOMATI,2.3,16.3,-86,LD,621.9,870.4,-29,D
DISTRICT,TRIPURA,3,KHOWAI,0.8,7.3,-89,LD,773.0,788.0,-2,N
DISTRICT,TRIPURA,4,NORTH TRIPURA,6.6,15.6,-58,D,675.4,783.4,-14,N
DISTRICT,TRIPURA,5,SIPAHIJALA,12.0,9.9,21,E,666.9,813.6,-18,N
DISTRICT,TRIPURA,6,SOUTH TRIPURA,6.5,11.9,-46,D,716.8,1065.6,-33,D
DISTRICT,TRIPURA,7,UNAKOTI,0.0,11.2,-100,NR,855.0,837.7,2,N
DISTRICT,TRIPURA,8,WEST TRIPURA,2.2,8.5,-74,LD,752.7,732.0,3,N
STATE,NAGALAND,,,21.0,8.3,153,LE,607.2,593.3,2,N
DISTRICT,NAGALAND,1,DIMAPUR,4.2,6.4,-34,D,293.2,461.2,-36,D
DISTRICT,NAGALAND,2,KIPHIRE,7.4,3.5,112,LE,489.8,340.6,44,E
DISTRICT,NAGALAND,3,KOHIMA,15.3,9.4,63,LE,624.0,651.8,-4,N
DISTRICT,NAGALAND,5,MOKOKCHUNG,17.8,12.0,48,E,939.1,806.4,16,N
DISTRICT,NAGALAND,6,MON,53.2,7.3,629,LE,417.6,655.6,-36,D
DISTRICT,NAGALAND,7,PEREN,9.7,7.8,24,E,424.4,500.8,-15,N
DISTRICT,NAGALAND,8,PHEK,13.3,4.4,202,LE,413.9,476.9,-13,N
DISTRICT,NAGALAND,10,WOKHA,16.7,9.0,85,LE,632.2,691.1,-9,N
DISTRICT,NAGALAND,11,ZUNHEBOTO,37.8,8.5,345,LE,1036.4,618.6,68,LE
STATE,SHWB & SIKKIM,,,28.4,13.6,108,LE,1075.2,1085.5,-1,N
STATE,WEST BENGAL,,,14.0,12.4,13,N,739.4,737.4,0,N
DISTRICT,WEST BENGAL,1,ALIPURDUAR,68.2,14.0,387,LE,1838.7,1818.1,1,N
DISTRICT,WEST BENGAL,2,COOCH BEHAR,64.4,15.5,316,LE,1376.1,1368.7,1,N
DISTRICT,WEST BENGAL,3,DARJEELING,47.0,18.1,160,LE,1455.5,1607.5,-9,N
DISTRICT,WEST BENGAL,4,JALPAIGURI,35.4,18.7,89,LE,1465.9,1750.3,-16,N
DISTRICT,WEST BENGAL,5,KALIMPONG,30.0,21.0,43,E,1200.6,1402.4,-14,N
DISTRICT,WEST BENGAL,6,MALDA,0.0,7.8,-100,NR,498.6,605.9,-18,N
DISTRICT,WEST BENGAL,7,NORTH DINAJPUR,4.2,10.8,-61,LD,577.4,809.5,-29,D
DISTRICT,WEST BENGAL,8,SOUTH DINAJPUR,1.6,5.7,-72,LD,601.3,598.1,1,N
STATE,SIKKIM,,,20.3,14.8,37,E,983.0,959.8,2,N
DISTRICT,SIKKIM,1,GANGTOK,16.4,16.6,-1,N,1168.9,1262.3,-7,N
DISTRICT,SIKKIM,2,GYALSHING,27.1,13.3,104,LE,1326.7,1020.9,30,E
DISTRICT,SIKKIM,3,MANGAN,10.9,15.2,-29,D,813.3,891.8,-9,N
DISTRICT,SIKKIM,4,NAMCHI,39.4,11.6,240,LE,1209.3,927.3,30,E
DISTRICT,SIKKIM,5,Pakyong,41.8,14.4,190,LE,1039.2,912.8,14,N
DISTRICT,SIKKIM,6,Soreng,64.0,13.3,381,LE,1355.0,1020.9,33,E
STATE,GANGETIC WEST BENGAL,,,8.5,12.2,-31,D,618.7,625.5,-1,N
DISTRICT,GANGETIC WEST BENGAL,1,BANKURA,14.1,16.1,-13,N,639.4,629.6,2,N
DISTRICT,GANGETIC WEST BENGAL,2,BIRBHUM,21.3,9.9,115,LE,414.1,611.5,-32,D
DISTRICT,GANGETIC WEST BENGAL,3,EAST MIDNAPORE,0.0,15.6,-100,NR,873.8,649.7,34,E
